station,codeTaxa,dhp
A10,ACSA,16.5
A10,ACSA,24.5
A10,ACSA,29.7
A10,ACSA,12.5
A10,ACSA,13
A10,ACSA,24
A10,ACSA,12
A10,ACSA,19
A10,ACSA,21.4
A10,ACSA,22.8
A10,ACSA,22.1
A10,ACSA,25.5
A10,ACSA,12.5
A10,ACSA,21.2
A10,ACSA,17.1
A10,ACSA,23.5
A10,ACSA,19.2
A10,ACSA,17.6
A10,ACSA,23.6
A10,ACSA,14.1
A10,ACSA,17
A10,ACSA,15
A10,ACSA,10.2
A10,ACSA,17
A10,ACSA,16.2
A10,ACSA,12.2
A10,ACSA,12.8
A10,ACSA,12.5
A10,ACSA,21.6
C09,FAGR,10.5
C09,ACSA,25
C09,ACRU,16.1
C09,ACSA,16.5
C09,ACSA,20
C09,ACSA,20.2
C09,ACSA,14.2
C09,ACSA,12.3
C09,ACSA,15.2
C09,ACSA,22.3
C09,ACSA,21.8
C09,ACSA,25.5
C09,ACSA,13.2
C09,BEPA,28.5
C09,ACSA,13.9
C09,ACSA,31.7
C09,ACSA,32.6
C09,ACSA,11
C09,ACSA,22.5
C09,ACSA,17.5
C09,ACSA,29.6
C09,ACSA,11.7
C09,ACSA,29.8
C09,ACSA,25.6
C09,ACSA,18
C09,ACSA,23.7
C09,ACSA,21.2
C09,FAGR,10.4
C09,ACSA,29.6
C09,ACSA,16.2
C09,ACSA,11.1
D04,BEPA,13
D04,ACRU,18.5
D04,ACRU,17
D04,ACRU,17
D04,BEPA,20.5
D04,ACRU,12
D04,BEPA,28.5
D04,PIST,47.5
D04,POGR,11.5
D04,ACRU,11.5
D04,BEPA,23
D04,ACRU,10
D04,ACRU,12
D04,ACRU,10
D04,POGR,13
D04,BEPA,22.5
D04,POGR,26
D04,ACRU,21
D04,BEPA,13
D04,POGR,29
D04,POGR,16
D04,ABBA,11.5
D04,POGR,12
D04,PIST,10
D04,ACRU,15.5
D04,ACRU,10.5
D04,ABBA,10.5
D04,POGR,26.5
D04,ACRU,13
C10,ACSA,16
C10,ACSA,24.2
C10,ACSA,25
C10,ACSA,16
C10,ACSA,37.4
C10,ACSA,28
C10,ACSA,17.5
C10,ACSA,21.9
C10,ACSA,14
C10,FAGR,12.2
C10,ACSA,22
C10,ACSA,17.2
C10,ACSA,20.5
C10,ACSA,20
C10,ACSA,11.8
C10,ACSA,11.3
C10,ABBA,16
C10,ACSA,10.5
C10,FAGR,11.6
C10,POGR,45.5
C10,ACSA,27.1
C10,ACSA,20.7
C10,ACSA,22.2
C10,ACSA,24.5
C10,ACSA,12.4
C10,ACSA,32.2
C10,ACSA,10.4
C10,ACSA,12.9
C10,ACSA,22.3
C10,ACSA,24.4
C10,ACSA,14.4
C10,ACSA,11
C10,BEPA,27.6
C10,BEPA,33.1
C10,BEPA,36.3
C10,ACSA,16
C10,ACSA,18.7
C10,ACSA,24.6
C10,ACSA,15.1
C10,ACSA,12.1
D09,ACSA,29
D09,ABBA,17.7
D09,BEPA,27
D09,BEPA,24.5
D09,BEPA,38.8
D09,ACSA,32.3
D09,ACSA,11
D09,ACSA,17.5
D09,ACSA,13.5
D09,ACSA,22.5
D09,ACSA,29.5
D09,ACSA,23
D09,ACSA,23.4
D09,ACSA,20.5
D09,ACSA,14
D09,ACSA,22
D09,ACSA,24
D09,ACSA,27.5
D09,ACSA,24.5
D09,ACSA,24.7
D09,ACSA,20
D09,ACSA,14.6
D09,ACSA,14.5
D09,ACSA,26.4
D09,ACSA,38
D09,ACSA,24.5
D09,ACSA,27
D09,ACSA,12
D09,ACSA,29.5
D09,ACSA,25.6
D09,ACSA,19
D09,ACSA,36.5
D09,ACSA,19
D09,ACSA,24.5
D09,ACSA,24
D09,ACSA,35.5
D09,ACSA,27
D09,ACSA,26.5
D09,ACSA,32
D09,ACSA,19.8
D09,ACSA,33
A09,ACSA,19.4
A09,ACSA,10.8
A09,ACRU,25
A09,ACSA,30.2
A09,ACSA,14.5
A09,ACSA,10
A09,FAGR,14.2
A09,ACSA,11.8
A09,ACSA,13.6
A09,ACSA,17
A09,ACSA,29.3
A09,ACSA,12
A09,POGR,49.6
A09,ACSA,15.8
A09,ACSA,18.5
A09,ACSA,16
A09,ACSA,20.5
A09,ACSA,11.8
A09,ACSA,19.5
A09,ACSA,19
A09,ACSA,18
A09,ACSA,14.2
A09,ACSA,19.5
A09,ACSA,25
A09,ACSA,25
A09,ACSA,17.2
A09,ACSA,12
A09,ACSA,19.2
D08,ACSA,38.5
D08,ACSA,11.5
D08,ACSA,11
D08,ACSA,24
D08,ACSA,24.5
D08,ACSA,27.5
D08,ACSA,38.5
D08,ACSA,32
D08,ACSA,25
D08,ACSA,22
D08,ACSA,26
D08,ACSA,21
D08,ACSA,12
D08,ACSA,13.6
D08,ACSA,23.8
D08,ACSA,21
D08,ACSA,19.7
D08,ACSA,15.5
D08,ACSA,33.5
D08,ACSA,34
D08,ACSA,26.5
D08,ACSA,21
D08,ACSA,19.5
D08,BEPA,24.5
D08,BEPA,27.5
D08,BEPA,35.5
D08,BEPA,40
D08,FAGR,17.5
D10,ABBA,13
D10,BEPA,28.5
D10,ACSA,21.3
D10,ACSA,47
D10,ABBA,11.5
D10,ACSA,29
D10,ACSA,20.8
D10,ABBA,12
A06,POGR,40.6
A06,ACRU,12
A06,POGR,29
A06,PIST,55.6
A06,BEPA,29.4
A06,ABBA,15
A06,BEPA,12.3
A06,BEPA,21.2
A06,BEPA,12.9
A06,BEPA,14.2
A06,PIST,48.2
A06,BEPA,22.4
A06,BEPA,17.9
A06,BEPA,25.9
A06,ACSA,10.1
A06,POGR,42.5
A06,BEPA,21.4
